Year,County,PSI,PSIDescription,Count,Population,ObsRate
2010,Sierra,26,Transfusion Reaction,0,2692,0
2011,Sierra,26,Transfusion Reaction,0,2613,0
2012,Sierra,26,Transfusion Reaction,0,4609,0
2013,Sierra,26,Transfusion Reaction,0,4566,0
2014,Sierra,26,Transfusion Reaction,0,3692,0
2015,Sierra,26,Transfusion Reaction,0,4137,0
2005,Siskiyou,26,Transfusion Reaction,1,35143,2.85
2006,Siskiyou,26,Transfusion Reaction,0,35080,0
2007,Siskiyou,26,Transfusion Reaction,0,35195,0
2008,Siskiyou,26,Transfusion Reaction,0,35541,0
2009,Siskiyou,26,Transfusion Reaction,0,35511,0
2010,Siskiyou,26,Transfusion Reaction,0,35719,0
2011,Siskiyou,26,Transfusion Reaction,0,35459,0
2012,Siskiyou,26,Transfusion Reaction,0,36324,0
2013,Siskiyou,26,Transfusion Reaction,0,36015,0
2014,Siskiyou,26,Transfusion Reaction,0,36411,0
2015,Siskiyou,26,Transfusion Reaction,0,27121,0
2005,Solano,26,Transfusion Reaction,2,301678,0.66
2006,Solano,26,Transfusion Reaction,1,303214,0.33
2007,Solano,26,Transfusion Reaction,1,304287,0.33
2008,Solano,26,Transfusion Reaction,0,306167,0
2009,Solano,26,Transfusion Reaction,0,308635,0
2010,Solano,26,Transfusion Reaction,0,313165,0
2011,Solano,26,Transfusion Reaction,0,316734,0
2012,Solano,26,Transfusion Reaction,0,312400,0
2013,Solano,26,Transfusion Reaction,0,317212,0
2014,Solano,26,Transfusion Reaction,0,320144,0
2015,Solano,26,Transfusion Reaction,0,242676,0
2005,Sonoma,26,Transfusion Reaction,1,358116,0.28
2006,Sonoma,26,Transfusion Reaction,0,358614,0
2007,Sonoma,26,Transfusion Reaction,1,361223,0.28
2008,Sonoma,26,Transfusion Reaction,0,366471,0
2009,Sonoma,26,Transfusion Reaction,0,372373,0
2010,Sonoma,26,Transfusion Reaction,0,377723,0
2011,Sonoma,26,Transfusion Reaction,0,381767,0
2012,Sonoma,26,Transfusion Reaction,0,375444,0
2013,Sonoma,26,Transfusion Reaction,0,380676,0
2014,Sonoma,26,Transfusion Reaction,0,383621,0
2015,Sonoma,26,Transfusion Reaction,0,289219,0
2005,Stanislaus,26,Transfusion Reaction,0,351584,0
2006,Stanislaus,26,Transfusion Reaction,0,355891,0
2007,Stanislaus,26,Transfusion Reaction,0,358840,0
2008,Stanislaus,26,Transfusion Reaction,0,360777,0
2009,Stanislaus,26,Transfusion Reaction,0,363949,0
2010,Stanislaus,26,Transfusion Reaction,0,368478,0
2011,Stanislaus,26,Transfusion Reaction,0,372845,0
2012,Stanislaus,26,Transfusion Reaction,0,362639,0
2013,Stanislaus,26,Transfusion Reaction,2,367108,0.54
2014,Stanislaus,26,Transfusion Reaction,0,381811,0
2015,Stanislaus,26,Transfusion Reaction,0,278069,0
2005,Sutter,26,Transfusion Reaction,0,64008,0
2006,Sutter,26,Transfusion Reaction,0,65772,0
2007,Sutter,26,Transfusion Reaction,0,67100,0
2008,Sutter,26,Transfusion Reaction,0,67885,0
2009,Sutter,26,Transfusion Reaction,0,68389,0
2010,Sutter,26,Transfusion Reaction,0,68807,0
2011,Sutter,26,Transfusion Reaction,0,69305,0
2012,Sutter,26,Transfusion Reaction,0,68806,0
2013,Sutter,26,Transfusion Reaction,0,69609,0
2014,Sutter,26,Transfusion Reaction,0,72717,0
2015,Sutter,26,Transfusion Reaction,0,52739,0
2005,Tehama,26,Transfusion Reaction,0,44895,0
2006,Tehama,26,Transfusion Reaction,0,45563,0
2007,Tehama,26,Transfusion Reaction,0,46078,0
2008,Tehama,26,Transfusion Reaction,0,46523,0
2009,Tehama,26,Transfusion Reaction,0,46816,0
2010,Tehama,26,Transfusion Reaction,0,47599,0
2011,Tehama,26,Transfusion Reaction,0,47875,0
2012,Tehama,26,Transfusion Reaction,0,48301,0
2013,Tehama,26,Transfusion Reaction,0,48413,0
2014,Tehama,26,Transfusion Reaction,0,49807,0
2015,Tehama,26,Transfusion Reaction,0,36662,0
2005,Trinity,26,Transfusion Reaction,0,10730,0
2006,Trinity,26,Transfusion Reaction,0,10964,0
2007,Trinity,26,Transfusion Reaction,0,11018,0
2008,Trinity,26,Transfusion Reaction,0,11094,0
2009,Trinity,26,Transfusion Reaction,0,11212,0
2010,Trinity,26,Transfusion Reaction,0,11321,0
2011,Trinity,26,Transfusion Reaction,0,11284,0
2012,Trinity,26,Transfusion Reaction,0,13009,0
2013,Trinity,26,Transfusion Reaction,0,12954,0
2014,Trinity,26,Transfusion Reaction,0,12540,0
2015,Trinity,26,Transfusion Reaction,0,10219,0
2005,Tulare,26,Transfusion Reaction,1,274190,0.36
2006,Tulare,26,Transfusion Reaction,1,279155,0.36
2007,Tulare,26,Transfusion Reaction,0,284348,0
2008,Tulare,26,Transfusion Reaction,0,289358,0
2009,Tulare,26,Transfusion Reaction,0,294800,0
2010,Tulare,26,Transfusion Reaction,0,299782,0
2011,Tulare,26,Transfusion Reaction,0,304563,0
2012,Tulare,26,Transfusion Reaction,0,294333,0
2013,Tulare,26,Transfusion Reaction,0,297733,0
2014,Tulare,26,Transfusion Reaction,0,312899,0
2015,Tulare,26,Transfusion Reaction,0,224331,0
2005,Tuolumne,26,Transfusion Reaction,0,46037,0
2006,Tuolumne,26,Transfusion Reaction,0,46178,0
2007,Tuolumne,26,Transfusion Reaction,0,46095,0
2008,Tuolumne,26,Transfusion Reaction,0,46161,0
2009,Tuolumne,26,Transfusion Reaction,0,45938,0
2010,Tuolumne,26,Transfusion Reaction,0,45625,0
2011,Tuolumne,26,Transfusion Reaction,0,45626,0
2012,Tuolumne,26,Transfusion Reaction,0,45848,0
2013,Tuolumne,26,Transfusion Reaction,0,45813,0
2014,Tuolumne,26,Transfusion Reaction,0,46483,0
2015,Tuolumne,26,Transfusion Reaction,0,34447,0
2005,Ventura,26,Transfusion Reaction,2,579683,0.35
2006,Ventura,26,Transfusion Reaction,0,584984,0
2007,Ventura,26,Transfusion Reaction,0,588179,0
2008,Ventura,26,Transfusion Reaction,1,594902,0.17
2009,Ventura,26,Transfusion Reaction,1,603759,0.17
2010,Ventura,26,Transfusion Reaction,0,613523,0
2011,Ventura,26,Transfusion Reaction,1,621646,0.16
2012,Ventura,26,Transfusion Reaction,0,604609,0
2013,Ventura,26,Transfusion Reaction,0,611966,0
2014,Ventura,26,Transfusion Reaction,1,627517,0.16
2015,Ventura,26,Transfusion Reaction,0,462309,0
2005,Yolo,26,Transfusion Reaction,0,138697,0
2006,Yolo,26,Transfusion Reaction,0,141734,0
2007,Yolo,26,Transfusion Reaction,0,145666,0
2008,Yolo,26,Transfusion Reaction,0,148222,0
2009,Yolo,26,Transfusion Reaction,0,150584,0
2010,Yolo,26,Transfusion Reaction,0,152061,0
2011,Yolo,26,Transfusion Reaction,0,153893,0
2012,Yolo,26,Transfusion Reaction,0,150107,0
2013,Yolo,26,Transfusion Reaction,0,151676,0
2014,Yolo,26,Transfusion Reaction,0,158797,0
2015,Yolo,26,Transfusion Reaction,0,115361,0
2005,Yuba,26,Transfusion Reaction,0,46675,0
2006,Yuba,26,Transfusion Reaction,0,48823,0
2007,Yuba,26,Transfusion Reaction,0,49805,0
2008,Yuba,26,Transfusion Reaction,0,50676,0
2009,Yuba,26,Transfusion Reaction,0,50775,0
2010,Yuba,26,Transfusion Reaction,0,51396,0
2011,Yuba,26,Transfusion Reaction,0,51791,0
2012,Yuba,26,Transfusion Reaction,0,52301,0
2013,Yuba,26,Transfusion Reaction,0,52770,0
2014,Yuba,26,Transfusion Reaction,0,54942,0
2015,Yuba,26,Transfusion Reaction,0,40517,0
2005,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"9,091",26447738,34.37
2006,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"9,102",26679905,34.12
2007,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"8,882",26935981,32.97
2008,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"9,100",27272108,33.37
2009,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"8,779",27630961,31.77
2010,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"8,544",28000782,30.51
2011,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"8,208",28396854,28.9
2012,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"7,802",27818704,28.05
2013,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"7,115",28195720,25.23
2014,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"6,821",28842368,23.65
2015,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"4,656",21475301,21.68
2005,Alameda,27,Perioperative Hemorrhage or Hematoma,357,1102068,32.39
2006,Alameda,27,Perioperative Hemorrhage or Hematoma,367,1106823,33.16
2007,Alameda,27,Perioperative Hemorrhage or Hematoma,372,1117973,33.27
2008,Alameda,27,Perioperative Hemorrhage or Hematoma,337,1136417,29.65
2009,Alameda,27,Perioperative Hemorrhage or Hematoma,338,1155287,29.26
2010,Alameda,27,Perioperative Hemorrhage or Hematoma,311,1169910,26.58
2011,Alameda,27,Perioperative Hemorrhage or Hematoma,347,1186810,29.24
2012,Alameda,27,Perioperative Hemorrhage or Hematoma,364,1173980,31.01
2013,Alameda,27,Perioperative Hemorrhage or Hematoma,295,1197759,24.63
2014,Alameda,27,Perioperative Hemorrhage or Hematoma,319,1192027,26.76
2015,Alameda,27,Perioperative Hemorrhage or Hematoma,174,923607,18.84
2005,Alpine,27,Perioperative Hemorrhage or Hematoma,0,979,0
2006,Alpine,27,Perioperative Hemorrhage or Hematoma,1,1001,99.9
2007,Alpine,27,Perioperative Hemorrhage or Hematoma,0,1009,0
2008,Alpine,27,Perioperative Hemorrhage or Hematoma,0,957,0
2009,Alpine,27,Perioperative Hemorrhage or Hematoma,0,947,0
2010,Alpine,27,Perioperative Hemorrhage or Hematoma,0,895,0
2011,Alpine,27,Perioperative Hemorrhage or Hematoma,0,888,0
2012,Alpine,27,Perioperative Hemorrhage or Hematoma,0,2975,0
2013,Alpine,27,Perioperative Hemorrhage or Hematoma,0,2967,0
2014,Alpine,27,Perioperative Hemorrhage or Hematoma,0,2018,0
2015,Alpine,27,Perioperative Hemorrhage or Hematoma,0,3000,0
2005,Amador,27,Perioperative Hemorrhage or Hematoma,12,31101,38.58
2006,Amador,27,Perioperative Hemorrhage or Hematoma,11,31460,34.97
2007,Amador,27,Perioperative Hemorrhage or Hematoma,14,31883,43.91
2008,Amador,27,Perioperative Hemorrhage or Hematoma,21,31619,66.42
2009,Amador,27,Perioperative Hemorrhage or Hematoma,25,31769,78.69
2010,Amador,27,Perioperative Hemorrhage or Hematoma,15,31720,47.29
2011,Amador,27,Perioperative Hemorrhage or Hematoma,9,31760,28.34
2012,Amador,27,Perioperative Hemorrhage or Hematoma,11,32614,33.73
2013,Amador,27,Perioperative Hemorrhage or Hematoma,12,32252,37.21
2014,Amador,27,Perioperative Hemorrhage or Hematoma,16,33224,48.16
2015,Amador,27,Perioperative Hemorrhage or Hematoma,13,24635,52.77
2005,Butte,27,Perioperative Hemorrhage or Hematoma,75,165310,45.37
2006,Butte,27,Perioperative Hemorrhage or Hematoma,71,167351,42.43
2007,Butte,27,Perioperative Hemorrhage or Hematoma,76,168208,45.18
2008,Butte,27,Perioperative Hemorrhage or Hematoma,57,169793,33.57
2009,Butte,27,Perioperative Hemorrhage or Hematoma,64,170726,37.49
2010,Butte,27,Perioperative Hemorrhage or Hematoma,66,171576,38.47
2011,Butte,27,Perioperative Hemorrhage or Hematoma,71,172643,41.13
2012,Butte,27,Perioperative Hemorrhage or Hematoma,66,169573,38.92
2013,Butte,27,Perioperative Hemorrhage or Hematoma,70,170817,40.98
2014,Butte,27,Perioperative Hemorrhage or Hematoma,58,175975,32.96
2015,Butte,27,Perioperative Hemorrhage or Hematoma,43,128928,33.35
2005,Calaveras,27,Perioperative Hemorrhage or Hematoma,23,35913,64.04
2006,Calaveras,27,Perioperative Hemorrhage or Hematoma,14,36599,38.25
2007,Calaveras,27,Perioperative Hemorrhage or Hematoma,19,36944,51.43
2008,Calaveras,27,Perioperative Hemorrhage or Hematoma,11,37092,29.66
2009,Calaveras,27,Perioperative Hemorrhage or Hematoma,13,36875,35.25
2010,Calaveras,27,Perioperative Hemorrhage or Hematoma,16,36801,43.48
2011,Calaveras,27,Perioperative Hemorrhage or Hematoma,26,36652,70.94
2012,Calaveras,27,Perioperative Hemorrhage or Hematoma,17,37597,45.22
2013,Calaveras,27,Perioperative Hemorrhage or Hematoma,10,37646,26.56
2014,Calaveras,27,Perioperative Hemorrhage or Hematoma,9,38886,23.14
2015,Calaveras,27,Perioperative Hemorrhage or Hematoma,8,28698,27.88
2005,Colusa,27,Perioperative Hemorrhage or Hematoma,3,14456,20.75
2006,Colusa,27,Perioperative Hemorrhage or Hematoma,6,14677,40.88
2007,Colusa,27,Perioperative Hemorrhage or Hematoma,3,14837,20.22
2008,Colusa,27,Perioperative Hemorrhage or Hematoma,4,14891,26.86
2009,Colusa,27,Perioperative Hemorrhage or Hematoma,6,14960,40.11
2010,Colusa,27,Perioperative Hemorrhage or Hematoma,9,15117,59.54
2011,Colusa,27,Perioperative Hemorrhage or Hematoma,3,15206,19.73
2012,Colusa,27,Perioperative Hemorrhage or Hematoma,3,16676,17.99
2013,Colusa,27,Perioperative Hemorrhage or Hematoma,2,16775,11.92
2014,Colusa,27,Perioperative Hemorrhage or Hematoma,7,16640,42.07
2015,Colusa,27,Perioperative Hemorrhage or Hematoma,4,13258,30.17
2005,Contra Costa,27,Perioperative Hemorrhage or Hematoma,312,744835,41.89
2006,Contra Costa,27,Perioperative Hemorrhage or Hematoma,281,747747,37.58
2007,Contra Costa,27,Perioperative Hemorrhage or Hematoma,282,755752,37.31
2008,Contra Costa,27,Perioperative Hemorrhage or Hematoma,273,767612,35.56
2009,Contra Costa,27,Perioperative Hemorrhage or Hematoma,234,780970,29.96
2010,Contra Costa,27,Perioperative Hemorrhage or Hematoma,243,793960,30.61
2011,Contra Costa,27,Perioperative Hemorrhage or Hematoma,260,808054,32.18
2012,Contra Costa,27,Perioperative Hemorrhage or Hematoma,230,793369,28.99
2013,Contra Costa,27,Perioperative Hemorrhage or Hematoma,234,808882,28.93
2014,Contra Costa,27,Perioperative Hemorrhage or Hematoma,215,818959,26.25
2015,Contra Costa,27,Perioperative Hemorrhage or Hematoma,136,620275,21.93
2005,Del Norte,27,Perioperative Hemorrhage or Hematoma,2,22067,9.06
2006,Del Norte,27,Perioperative Hemorrhage or Hematoma,8,22056,36.27
2007,Del Norte,27,Perioperative Hemorrhage or Hematoma,10,22315,44.81
2008,Del Norte,27,Perioperative Hemorrhage or Hematoma,7,22398,31.25
2009,Del Norte,27,Perioperative Hemorrhage or Hematoma,5,22525,22.2
2010,Del Norte,27,Perioperative Hemorrhage or Hematoma,7,22507,31.1
2011,Del Norte,27,Perioperative Hemorrhage or Hematoma,8,22606,35.39
2012,Del Norte,27,Perioperative Hemorrhage or Hematoma,3,23687,12.67
2013,Del Norte,27,Perioperative Hemorrhage or Hematoma,2,23420,8.54
2014,Del Norte,27,Perioperative Hemorrhage or Hematoma,2,23656,8.45
2015,Del Norte,27,Perioperative Hemorrhage or Hematoma,2,17650,11.33
2005,El Dorado,27,Perioperative Hemorrhage or Hematoma,56,132739,42.19
2006,El Dorado,27,Perioperative Hemorrhage or Hematoma,65,134458,48.34
2007,El Dorado,27,Perioperative Hemorrhage or Hematoma,40,135852,29.44
2008,El Dorado,27,Perioperative Hemorrhage or Hematoma,49,137534,35.63
2009,El Dorado,27,Perioperative Hemorrhage or Hematoma,44,139337,31.58
2010,El Dorado,27,Perioperative Hemorrhage or Hematoma,57,140597,40.54
2011,El Dorado,27,Perioperative Hemorrhage or Hematoma,49,141461,34.64
2012,El Dorado,27,Perioperative Hemorrhage or Hematoma,44,139213,31.61
2013,El Dorado,27,Perioperative Hemorrhage or Hematoma,49,140808,34.8
2014,El Dorado,27,Perioperative Hemorrhage or Hematoma,59,146643,40.23
2015,El Dorado,27,Perioperative Hemorrhage or Hematoma,36,106572,33.78
2005,Fresno,27,Perioperative Hemorrhage or Hematoma,197,605300,32.55
2006,Fresno,27,Perioperative Hemorrhage or Hematoma,213,614966,34.64
2007,Fresno,27,Perioperative Hemorrhage or Hematoma,242,624332,38.76
2008,Fresno,27,Perioperative Hemorrhage or Hematoma,225,634600,35.46
2009,Fresno,27,Perioperative Hemorrhage or Hematoma,195,644386,30.26
2010,Fresno,27,Perioperative Hemorrhage or Hematoma,234,654204,35.77
2011,Fresno,27,Perioperative Hemorrhage or Hematoma,209,664750,31.44
2012,Fresno,27,Perioperative Hemorrhage or Hematoma,203,642666,31.59
2013,Fresno,27,Perioperative Hemorrhage or Hematoma,202,650435,31.06
2014,Fresno,27,Perioperative Hemorrhage or Hematoma,186,679486,27.37
2015,Fresno,27,Perioperative Hemorrhage or Hematoma,117,491442,23.81
2005,Glenn,27,Perioperative Hemorrhage or Hematoma,11,19553,56.26
2006,Glenn,27,Perioperative Hemorrhage or Hematoma,16,19729,81.1
2007,Glenn,27,Perioperative Hemorrhage or Hematoma,12,19842,60.48
2008,Glenn,27,Perioperative Hemorrhage or Hematoma,12,20067,59.8
2009,Glenn,27,Perioperative Hemorrhage or Hematoma,8,20155,39.69
2010,Glenn,27,Perioperative Hemorrhage or Hematoma,9,20313,44.31
2011,Glenn,27,Perioperative Hemorrhage or Hematoma,8,20400,39.22
2012,Glenn,27,Perioperative Hemorrhage or Hematoma,4,21643,18.48
2013,Glenn,27,Perioperative Hemorrhage or Hematoma,7,21703,32.25
2014,Glenn,27,Perioperative Hemorrhage or Hematoma,12,21574,55.62
2015,Glenn,27,Perioperative Hemorrhage or Hematoma,4,16846,23.74
2005,Humboldt,27,Perioperative Hemorrhage or Hematoma,45,102809,43.77
2006,Humboldt,27,Perioperative Hemorrhage or Hematoma,47,103611,45.36
2007,Humboldt,27,Perioperative Hemorrhage or Hematoma,45,103821,43.34
2008,Humboldt,27,Perioperative Hemorrhage or Hematoma,55,104570,52.6
2009,Humboldt,27,Perioperative Hemorrhage or Hematoma,49,105478,46.46
2010,Humboldt,27,Perioperative Hemorrhage or Hematoma,45,106717,42.17
2011,Humboldt,27,Perioperative Hemorrhage or Hematoma,31,107013,28.97
2012,Humboldt,27,Perioperative Hemorrhage or Hematoma,22,105607,20.83
2013,Humboldt,27,Perioperative Hemorrhage or Hematoma,32,105726,30.27
2014,Humboldt,27,Perioperative Hemorrhage or Hematoma,25,108619,23.02
2015,Humboldt,27,Perioperative Hemorrhage or Hematoma,14,79121,17.69
2005,Imperial,27,Perioperative Hemorrhage or Hematoma,43,109478,39.28
2006,Imperial,27,Perioperative Hemorrhage or Hematoma,38,112879,33.66
2007,Imperial,27,Perioperative Hemorrhage or Hematoma,32,115944,27.6
2008,Imperial,27,Perioperative Hemorrhage or Hematoma,31,118550,26.15
2009,Imperial,27,Perioperative Hemorrhage or Hematoma,35,121552,28.79
2010,Imperial,27,Perioperative Hemorrhage or Hematoma,41,124055,33.05
2011,Imperial,27,Perioperative Hemorrhage or Hematoma,21,125985,16.67
2012,Imperial,27,Perioperative Hemorrhage or Hematoma,39,122385,31.87
2013,Imperial,27,Perioperative Hemorrhage or Hematoma,25,122276,20.45
2014,Imperial,27,Perioperative Hemorrhage or Hematoma,14,130127,10.76
2015,Imperial,27,Perioperative Hemorrhage or Hematoma,15,92754,16.17
2005,Inyo,27,Perioperative Hemorrhage or Hematoma,7,14549,48.11
2006,Inyo,27,Perioperative Hemorrhage or Hematoma,3,14456,20.75
2007,Inyo,27,Perioperative Hemorrhage or Hematoma,3,14505,20.68
2008,Inyo,27,Perioperative Hemorrhage or Hematoma,4,14485,27.61
2009,Inyo,27,Perioperative Hemorrhage or Hematoma,4,14651,27.3
2010,Inyo,27,Perioperative Hemorrhage or Hematoma,9,14670,61.35
2011,Inyo,27,Perioperative Hemorrhage or Hematoma,3,14640,20.49
2012,Inyo,27,Perioperative Hemorrhage or Hematoma,4,16277,24.57
2013,Inyo,27,Perioperative Hemorrhage or Hematoma,3,16250,18.46
2014,Inyo,27,Perioperative Hemorrhage or Hematoma,1,15730,6.36
2015,Inyo,27,Perioperative Hemorrhage or Hematoma,3,12814,23.41
2005,Kern,27,Perioperative Hemorrhage or Hematoma,223,526395,42.36
2006,Kern,27,Perioperative Hemorrhage or Hematoma,210,544084,38.6
2007,Kern,27,Perioperative Hemorrhage or Hematoma,238,557795,42.67
2008,Kern,27,Perioperative Hemorrhage or Hematoma,232,568635,40.8
2009,Kern,27,Perioperative Hemorrhage or Hematoma,208,578043,35.98
2010,Kern,27,Perioperative Hemorrhage or Hematoma,209,587730,35.56
2011,Kern,27,Perioperative Hemorrhage or Hematoma,214,597565,35.81
2012,Kern,27,Perioperative Hemorrhage or Hematoma,182,576340,31.58
2013,Kern,27,Perioperative Hemorrhage or Hematoma,227,583929,38.87
2014,Kern,27,Perioperative Hemorrhage or Hematoma,165,622019,26.53
2015,Kern,27,Perioperative Hemorrhage or Hematoma,123,441243,27.88
2005,Kings,27,Perioperative Hemorrhage or Hematoma,29,104744,27.69
2006,Kings,27,Perioperative Hemorrhage or Hematoma,41,106917,38.35
2007,Kings,27,Perioperative Hemorrhage or Hematoma,29,108972,26.61
2008,Kings,27,Perioperative Hemorrhage or Hematoma,46,110111,41.78
2009,Kings,27,Perioperative Hemorrhage or Hematoma,37,109913,33.66
2010,Kings,27,Perioperative Hemorrhage or Hematoma,43,110532,38.9
2011,Kings,27,Perioperative Hemorrhage or Hematoma,27,111322,24.25
2012,Kings,27,Perioperative Hemorrhage or Hematoma,29,107485,26.98
2013,Kings,27,Perioperative Hemorrhage or Hematoma,31,107035,28.96
2014,Kings,27,Perioperative Hemorrhage or Hematoma,18,114326,15.74
2015,Kings,27,Perioperative Hemorrhage or Hematoma,21,78983,26.59
2005,Lake,27,Perioperative Hemorrhage or Hematoma,45,49529,90.86
2006,Lake,27,Perioperative Hemorrhage or Hematoma,35,49985,70.02
2007,Lake,27,Perioperative Hemorrhage or Hematoma,33,50130,65.83
2008,Lake,27,Perioperative Hemorrhage or Hematoma,36,50505,71.28
2009,Lake,27,Perioperative Hemorrhage or Hematoma,26,50721,51.26
